Ort,Kat-Nr,X,Y,TYP
Balongoi (Fpl. 214),214,18.644374,4.129969,BAN
Bangui (Fpl. 215),215,18.553721,4.352572,BAN
Batanga (Fpl. 209),209,18.594438,3.710706,BAN
Libenge (Fpl. 208),208,18.632694,3.648189,BAN
Gbandami (Fpl. 226),226,19.815534,5.111067,BAN (?)
Kouango (Fpl. 229),229,19.976358,4.990322,BAN (?)
Ndengu (Fpl. 227),227,19.83953,5.103759,BAN (?)
