Ort,Kat-Nr,X,Y,TYP
Bokwango (Fpl. 190),190,17.7805,0.102769,BKW
Boyoka (Fpl. 196),196,17.898659,1.089931,BKW
Bruxelles-Nganda (Fpl. 186),186,17.720453,-0.377489,BKW
Ilanga (Fpl. 192),192,17.897891,0.284087,BKW
Loka (Fpl. 193),193,17.945614,0.320338,BKW
Lokekya (Fpl. 188),188,17.682388,-0.212557,BKW (?)
