Ort,Kat-Nr,X,Y,TYP
Bobulu (Fpl. 198),198,18.042886,1.441145,BBL
Boyoka (Fpl. 196),196,17.898659,1.089931,BBL
Ebeka (Fpl. 197),197,18.031148,1.429335,BBL
Maluba (Fpl. 230),230,18.523706,2.806193,BBL
Maoko (Fpl. 207),207,18.642191,3.407332,BBL
Nzambi (Fpl. 205),205,18.637255,3.16192,BBL (?)
