Ort,Kat-Nr,X,Y,TYP
Gbandami (Fpl. 226),226,19.815534,5.111067,KPT
Kouango (Fpl. 229),229,19.976358,4.990322,KPT
Kpetene (Fpl. 220),220,19.071738,4.899383,KPT
Balongoi (Fpl. 214),214,18.644374,4.129969,KPT (?)
Boduna (Fpl. 225),225,19.741706,5.1083,KPT (?)
