Ort,Kat-Nr,X,Y,TYP
Bokonongo (Fpl. 250),250,17.129437,0.201971,BOG
Loboko (Fpl. 248),248,17.130913,-0.109189,BOG
Maberu (Fpl. 235),235,17.257014,-1.069018,BOG
Pikunda (Fpl. 255),255,16.635736,0.549344,BOG
Sangha Fkm 40 (Fpl. 240),240,16.932954,-1.045511,BOG
Sosolo (Fpl. 241),241,17.128605,-0.892241,BOG
Sungu (Fpl. 236),236,17.334786,-1.033313,BOG
