Ort,Kat-Nr,X,Y,TYP
Batanga (Fpl. 209),209,18.594438,3.710706,MKL
Dokeve 2 (Fpl. 224),224,19.523072,5.13121,MKL
Dongo (Fpl. 202),202,18.404747,2.72187,MKL
Mboko 1 (Fpl. 217),217,18.69029,4.367518,MKL
Mokelo (Fpl. 213),213,18.638442,4.063908,MKL
Mondoli (Fpl. 212),212,18.641746,3.977498,MKL
Nzambi (Fpl. 205),205,18.637255,3.16192,MKL
Bobulu (Fpl. 198),198,18.042886,1.441145,MKL (?)
Kouango (Fpl. 229),229,19.976358,4.990322,MKL (?)
Maoko (Fpl. 207),207,18.642191,3.407332,MKL (?)
