Ort,Kat-Nr,X,Y,TYP
Ouesso (Fpl. 265),265,16.057202,1.617344,OUE
Pandama (Fpl. 276),276,15.881677,1.783279,OUE
Pikunda (Fpl. 255),255,16.635736,0.549344,OUE
Bomasa (Fpl. 274),274,16.185432,2.203077,OUE (?)
Bonda (Fpl. 272),272,16.08439,2.189246,OUE (?)
Gbagbale (Fpl. 270),270,16.082956,2.076599,OUE (?)
Matoto (Fpl. 264),264,16.431282,1.281643,OUE (?)
