Ort,Kat-Nr,X,Y,TYP
Batanga (Fpl. 209),209,18.594438,3.710706,MBN
Dongo (Fpl. 202),202,18.404747,2.72187,MBN
Ilawa (Fpl. 232),232,18.690466,3.004896,MBN
Imese (Fpl. 201),201,18.105096,2.116407,MBN
Kpetene (Fpl. 220),220,19.071738,4.899383,MBN
Libenge (Fpl. 208),208,18.632694,3.648189,MBN
Maluba (Fpl. 230),230,18.523706,2.806193,MBN
Maoko (Fpl. 207),207,18.642191,3.407332,MBN
Mbati-Ngombe (Fpl. 204),204,18.495671,2.888154,MBN
Ebeka (Fpl. 197),197,18.031148,1.429335,MBN (?)
