Kat-Nr,ort_lit,ort_name,x_long,y_lat
,Sonstige,Gongu�� PK 9,15.990833,3.46
,Sonstige,Gongu�� PK 8,16.0,3.46
,Sonstige,Gongu�� PK 7,16.003611,3.467222
,Sonstige,M��kabo,15.945556,3.327778
,Sonstige,Mab��mba,15.943889,3.327778
,Sonstige,Abogui,15.758889,3.387778
,Sonstige,Bandja,15.983611,3.561389
,Sonstige,Monmboundja,15.932778,3.562222
,Sonstige,Île Mapa,15.932778,3.575833
,Sonstige,Mossipa,15.931111,3.608611
,Sonstige,Komassa,15.873056,3.655556
,Sonstige,Goualougo Lake,16.509,2.164
,Sonstige,Mopo Bai,16.262,2.233
,Sonstige,Bodingue,16.836355,3.628716
,Sonstige,Mbaere,16.924447,3.988639
,Sonstige,Lukula,12.961583,-5.435267
,Sonstige,Nana-Modé,15.1,6.316667
,Sonstige,Makuti,14.330167,-4.292
,Sonstige,Nkabi,14.39635,-4.25235
,Sonstige,Travers-bancs,14.3455,-4.27945
,Sonstige,Mindoundou,14.305183,-4.305833
,Sonstige,Kikampa,14.315967,-4.247967
,Sonstige,Nsabouka,14.4357,-4.260217
,Sonstige,Mbé,15.89417,-3.305
,Sonstige,Moussia,14.361944,-3.866111
,Sonstige,Emmanuelle,13.016667,-4.216667
,Sonstige,Boukoualou,13.133333,-4.35
,Sonstige,Mokeko,15.958964,1.583633
,Sonstige,Bounga I,21.450833,5.255278
,Sonstige,Dalakéré II,21.666667,5.476389
,Sonstige,Réou IV,21.7425,5.514167
,Sonstige,Ngoulinga,21.443333,5.2425
,Sonstige,Gbotolo,21.333333,5.208889
,Sonstige,Gonda,21.3675,5.219167
,Sonstige,Ngoukada,21.39,5.182778
,Sonstige,Tchala,21.450833,5.255278
,Sonstige,Woulou,21.672222,5.2625
,Sonstige,Mbédéba,21.740833,5.508889
,Sonstige,Mbali,21.8025,5.5125
,Sonstige,Dimbi,21.74,4.558333
,Sonstige,Nakatou,21.735,4.563333
,Sonstige,Gbaloba,21.736667,4.565
,Sonstige,Gbandwa,21.736667,4.563333
,Sonstige,Kembe,21.925,4.56
,Sonstige,Mbalaki,21.841667,4.56
,Sonstige,Koyassi,21.92,4.560556
,Sonstige,Chutes de Kembe,21.941667,4.563333
,Sonstige,Kotto/Oubangui,21.161667,4.293333
,Sonstige,Toga,21.933333,4.403333
,Sonstige,Zigo,21.4,4.43
,Sonstige,Ndele (Pos A),16.870005,3.650128
,Sonstige,Boua (Pos B),17.042457,4.079858
,Sonstige,Ngotto (Pos C),17.308372,4.002085
,Sonstige,Boussibilinga 1,10.011822,2.745
,Sonstige,Angondje,9.397778,0.524167
,Sonstige,Awoungou,9.447148,0.395391
,Sonstige,Mboma,13.347222,-1.708333
,Sonstige,Mimboman,11.533333,3.85
,Sonstige,Kong,12.0,5.69
,Sonstige,Ngoume PK 36,11.4,5.4833
,Sonstige,Mbirijom I,11.339814,6.356946
,Sonstige,Mbirijom II,11.339814,6.356946
,Sonstige,Ngweu,11.35586,5.597071
,Sonstige,Gray Sands,11.657321,-4.393342
,Sonstige,Lamba,11.60855,-4.372503
,Sonstige,Mvindou,11.95184,-4.472135
,Sonstige,BP 113,11.589602,-4.356518
,Sonstige,Fignou 4,11.975951,-4.524123
,Sonstige,Kayes,11.700437,-4.419925
,Sonstige,Fignou 1,11.975951,-4.524123
,Sonstige,Lac Tchitembo,11.38548,-4.177808
,Sonstige,Lac Ndembo,11.653141,-4.354739
,Sonstige,Nguila,11.68333,4.71667
,Sonstige,Elig-Kono,11.45,4.15
,Sonstige,Pong Solo,11.28333,4.11667
,Sonstige,Konga,12.792931,-2.329465
,Sonstige,Mafamba,16.183333,-3.366667
,Sonstige,Masamasa II,14.88417,-3.87806
,Sonstige,Obelango,15.46306,-1.26556
,Sonstige,Bime (Kibouende),15.18083,-4.15556
,Sonstige,Ntsimou,15.20667,-3.56528
,Sonstige,Ioni Falaise,15.64972,-3.06778
,Sonstige,Moubiri,13.74972,-3.87278
,Sonstige,Impe,15.26972,-2.72917
,Sonstige,Tsabouka,14.42806,-4.26083
,Sonstige,Itebe,14.14528,-2.98778
,Sonstige,Mont Barnier,15.20028,-4.18639
,Sonstige,Ngidi,15.08333,-4.06667
,Sonstige,Djambala,14.75333,-2.54472
,Sonstige,Nsele,15.55028,-4.23444
,Sonstige,Bouri,18.27725,7.12755
,Sonstige,Vafio,18.40859,7.40714
,Sonstige,Ouassi,18.28206,7.13408
,Sonstige,Té Ndongué,18.0,5.716667
,Sonstige,Pikounda 1,16.635736,0.549344
,Sonstige,Pikounda 2,16.635736,0.549344
,Sonstige,Ikelemba 1,16.504824,1.227166
,Sonstige,Ikelemba 2,16.504824,1.227166
,Sonstige,Ikelemba 3,16.504824,1.227166
,Sonstige,Bomassa 1,16.185432,2.203077
,Sonstige,Bomassa 2,16.185432,2.203077
,Sonstige,Bai Bomassa,16.185432,2.203077
,Sonstige,Ndama,14.46439,3.64069
,Sonstige,Mindourou 1,13.40392,3.55745
,Sonstige,Mindourou 2,13.40392,3.55745
,Sonstige,Bali River 1,14.21667,5.76667
,Sonstige,Bali River 2,14.21667,5.76667
,Sonstige,Mbol,14.98333,3.5
,Sonstige,Makalaya,14.043065,3.268878
,Sonstige,Messok 1,14.06357,3.0847
,Sonstige,Messok 2,14.06357,3.0847
,Sonstige,Messok 3,14.06357,3.0847
,Sonstige,Boulou River,15.78333,1.91667
,Sonstige,Potoli River,16.652904,3.394359
,Sonstige,Ebaleki River,17.503237,3.138081
,Sonstige,Lopola,17.30417,3.04333
,Sonstige,Loundoungou,17.182592,2.635745
,Sonstige,Landjoué,15.361629,0.76502
,Sonstige,Mambili River,15.43854,0.35156
,Sonstige,Kabo,16.08194,2.03056
,Sonstige,Ndoki River,16.262977,2.147839
,Sonstige,Mokobo,16.618395,1.870561
,Sonstige,Ngombe,16.15444,1.43333
,Sonstige,Ilamba 1,16.767443,1.207868
,Sonstige,Ilamba 2,16.767443,1.207868
,Sonstige,Liouesso,15.69167,1.05278
,Sonstige,Komo River,17.06667,1.45
,Sonstige,Pokola 1,16.31833,1.405
,Sonstige,Pokola 2,16.31833,1.405
,Sonstige,Djaka River,16.43556,1.6575
,Sonstige,Mameli 1,9.333889,5.154444
,Sonstige,Ewani 9,9.450833,5.220833
,Sonstige,Akak 1,9.3675,5.505278
,Sonstige,Nfeitok 1,9.366884,5.566258
,Sonstige,Ewani 7,9.408333,5.196389
,Sonstige,Ewani 1,9.443611,5.213889
,Sonstige,Kokobuma 1,9.655,5.419722
,Sonstige,Ewani 6,9.429167,5.193889
,Sonstige,Bandewouri 1,10.181206,3.058142
,Sonstige,Akok Benyat 2,10.070991,2.395945
,Sonstige,Bolo Bai,15.716667,2.166667
,Sonstige,Ngoko Island,15.59679,1.945578
,Sonstige,Tanga 2,16.05,3.516667
,Sonstige,Kaolo 2,15.95,3.45
,Sonstige,Yengo,15.41275,0.40898
,Sonstige,Djembe,16.066667,2.183333
,Sonstige,Oumoundo 2,11.5,0.0
,Sonstige,Bidou 1,10.082725,3.030839
,Sonstige,Kribi-Mpolongwe,2.930278,2.930278
,Sonstige,Sumbi,13.25615,-4.98562
,Sonstige,Kibula,14.06448,-5.18092
,Sonstige,Mongo,14.59619,-5.61602
,Sonstige,Er Negf,0.234853,16.810595
,Sonstige,Jsmagamag,0.472071,16.877368
,Sonstige,Ebelelit,0.158473,16.926914
,Sonstige,Djiganyai,-7.276784,16.303708
,Sonstige,Dhar Tichitt,-9.1536,18.3619
,Sonstige,Birimi,-0.392823,10.561541
,Sonstige,Ti-n-Akof,-0.16335,14.96549
,Sonstige,FC400,17.487594,3.843681
